Respondent_ID,Persona_Label,Is_Outlier,Q1_Age_Group,Q2_Gender,Q3_City_Tier,Q4_Occupation,Q5_Monthly_Income,Q6_Shopping_Frequency,Q7_Platforms_Used,Q8_Avg_Order_Spend,Q9_Key_Purchase_Factor,Q10_Returns_Frequency,Q11_Product_Categories,Q12_Colour_Preferences,Q13_Occasions,Q14_Style_Personality,Q15_Ethnic_Wear,Q16_Bundle_Preferences,Q17_Price_Sensitivity,Q18_Social_Platform,Q19_D2C_Purchase_Hist,Q20_Sustainability_Pay,Q21_Ideal_Monthly_Budget,Q21_Budget_Numeric_INR,Q22_Digital_Trust_Score,Q23_Influencer_Purchase,Q24_Market_Gap_Perception,Q25_Purchase_Intent_Raw,Q25_Purchase_Intent_Label
R0048,TrendyUrban,False,25–34,Female,Metro,Student,"₹40,000–₹75,000",,Myntra|Flipkart|Meesho|Instagram/Social,"₹500–₹1,000",Brand trust|Trendy designs,Rarely,T-shirts|Tops/Blouses|Dresses|Co-ord sets,Neutrals|Pastels|Prints & Patterns,Office/Work|Casual outings|Dates/Parties|Gym/Workout|Work-from-home,Classic/Formal,Yes – regularly,Co-ord set+Accessories|Curated outfit box,1.0,Instagram,Not aware,Haven't thought,"₹1,000–₹2,500",2060.0,3.0,Yes – many times,Poor size range|Designs not India-appropriate,Somewhat likely,Interested
R0049,ProfessionalWoman,False,25–34,Female,Tier-2,Salaried – Private,"₹75,000–₹1.5L",Very frequently,Myntra|Ajio|Amazon,"₹2,500–₹5,000",Brand trust|Fabric quality,Sometimes,Jeans/Denim|Tops/Blouses|Dresses|Jackets/Blazers|Activewear,Neutrals|Pastels|Bold/Bright,Office/Work|Dates/Parties|Travel|Work-from-home,Sporty/Athleisure,Yes – regularly,Co-ord set+Accessories|Curated outfit box|Seasonal wardrobe kit,3.0,,Yes,Maybe – if quality is great,"₹500–₹1,000",810.0,4.0,No – but tempted,Poor size range|Designs not India-appropriate,Somewhat likely,Interested
R0050,TrendyUrban,False,35–44,,Tier-1,,"₹20,000–₹40,000",Frequently,Myntra|Ajio|Amazon|Flipkart|Brand website|Instagram/Social,"₹500–₹1,000",Brand trust,Sometimes,T-shirts|Tops/Blouses|Dresses|Co-ord sets|Jackets/Blazers|Activewear,Pastels|Bold/Bright|Dark tones,Casual outings|Dates/Parties|Festivals|Work-from-home,Trendy/Street style,No – western only,Top+Bottom combo|Seasonal wardrobe kit,3.0,YouTube,Yes,No – price matters,"₹2,500–₹5,000",2820.0,4.0,,Poor size range|Limited ethnic-fusion,Very likely,Interested
R0051,TrendyUrban,False,25–34,Male,Tier-1,Student,"₹75,000–₹1.5L",Occasionally,Myntra|Ajio|Instagram/Social,"₹500–₹1,000",Price/Discounts|Trendy designs,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Jackets/Blazers|Shorts/Skirts,Dark tones|Prints & Patterns|Earth tones,Casual outings|Dates/Parties|Travel,Trendy/Street style,Yes – occasionally,Top+Bottom combo|Curated outfit box,4.0,Pinterest,Not aware,No – price matters,"₹1,000–₹2,500",1840.0,5.0,Yes – once or twice,Poor size range,Definitely not,Not Interested
R0052,BudgetStudent,True,18–24,Male,Tier-1,Self-employed,"₹40,000–₹75,000",Frequently,Ajio|Amazon,"₹1,000–₹2,500",Price/Discounts|Fabric quality,Never,Jeans/Denim|T-shirts|Activewear,Pastels|Bold/Bright|Earth tones,College/Campus|Casual outings|Dates/Parties|Festivals,Boho/Free-spirited,No – western only,Top+Bottom combo|3 basics for ₹999,1.0,Instagram,No,Haven't thought,"₹500–₹1,000",500.0,5.0,No – but tempted,Low fabric quality,Somewhat likely,Interested
R0053,TrendyUrban,False,25–34,Female,Metro,Salaried – Private,"₹20,000–₹40,000",Frequently,Myntra|Ajio|Meesho|Instagram/Social,"₹1,000–₹2,500",Fabric quality|Trendy designs,Often,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Co-ord sets,Bold/Bright|Dark tones,Office/Work|Casual outings|Festivals|Travel|Gym/Workout,Trendy/Street style,Yes – regularly,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999|Curated outfit box|Ethnic+western bundle|Seasonal wardrobe kit,1.0,YouTube,Yes,Maybe – if quality is great,"₹2,500–₹5,000",3390.0,5.0,Yes – once or twice,Low fabric quality,Very likely,Interested
R0054,PremiumShopper,False,25–34,Male,Metro,Salaried – Private,"₹75,000–₹1.5L",Very frequently,Myntra|Amazon|Brand website,"Above ₹5,000",Brand trust|Fabric quality,Often,T-shirts|Tops/Blouses|Dresses|Co-ord sets,Neutrals,Office/Work|Dates/Parties,Trendy/Street style,Yes – regularly,Co-ord set+Accessories|Curated outfit box|Ethnic+western bundle,5.0,YouTube,Yes,Maybe – if quality is great,"₹2,500–₹5,000",4070.0,4.0,Yes – once or twice,Designs not India-appropriate|Limited ethnic-fusion,Very likely,Interested
R0055,ProfessionalWoman,True,35–44,Female,Metro,Salaried – Govt.,Above ₹1.5L,Never,Myntra|Amazon|Brand website,"₹2,500–₹5,000",Fabric quality|Easy returns,Very often,Tops/Blouses|Activewear|Ethnic-Western Fusion,Pastels|Bold/Bright,Casual outings|Dates/Parties|Festivals|Travel|Gym/Workout,Classic/Formal,No – western only,3 basics for ₹999,1.0,YouTube,Not aware,Maybe – if quality is great,"₹1,000–₹2,500",0.0,,Yes – once or twice,Poor size range|High prices,Somewhat likely,Interested
R0056,ProfessionalWoman,False,25–34,,Tier-1,,"₹40,000–₹75,000",Very frequently,Ajio|Amazon|Brand website,"₹500–₹1,000",Brand trust|Fabric quality,Sometimes,Jeans/Denim|Dresses|Ethnic-Western Fusion,Pastels,Office/Work|Casual outings|Gym/Workout,Trendy/Street style,Yes – regularly,Co-ord set+Accessories|Curated outfit box|Seasonal wardrobe kit,5.0,YouTube,Yes,Maybe – if quality is great,"₹2,500–₹5,000",4240.0,5.0,No – but tempted,Low fabric quality|Poor returns/service,Very likely,Interested
R0057,BudgetStudent,False,18–24,Female,Tier-1,Student,"Below ₹20,000",Rarely,Myntra|Amazon|Meesho,"₹500–₹1,000",Price/Discounts|Trendy designs,Never,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Ethnic-Western Fusion,Pastels|Bold/Bright|Prints & Patterns,College/Campus|Casual outings|Dates/Parties|Travel,Minimalist,Yes – occasionally,Co-ord set+Accessories|Seasonal wardrobe kit,1.0,Pinterest,No,Definitely yes,,,5.0,No – but tempted,Poor size range|Low fabric quality,Neutral,Neutral
R0058,ProfessionalWoman,False,45–54,Female,Tier-3 / Rural,Salaried – Private,"₹40,000–₹75,000",Occasionally,Myntra|Ajio|Flipkart|Meesho|Brand website|Instagram/Social,"₹2,500–₹5,000",Price/Discounts|Trendy designs,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Jackets/Blazers|Activewear,Neutrals|Pastels|Prints & Patterns,Travel|Gym/Workout|Work-from-home,Classic/Formal,Yes – regularly,Top+Bottom combo|Co-ord set+Accessories|Curated outfit box,4.0,YouTube,Yes,Maybe – if quality is great,"₹5,000–₹10,000",7200.0,4.0,Yes – once or twice,Low fabric quality,Somewhat likely,
R0059,BudgetStudent,False,18–24,Female,Metro,Self-employed,"Below ₹20,000",Occasionally,Myntra|Ajio|Amazon|Flipkart|Meesho,"₹500–₹1,000",Price/Discounts|Easy returns,Rarely,T-shirts|Dresses|Shorts/Skirts,Bold/Bright,Dates/Parties|Festivals,Classic/Formal,Yes – occasionally,Top+Bottom combo|3 basics for ₹999,3.0,Instagram,Yes,Haven't thought,"₹500–₹1,000",810.0,4.0,Yes – once or twice,Low fabric quality|Designs not India-appropriate,,Neutral
R0060,TrendyUrban,False,35–44,Female,Metro,Salaried – Private,"₹40,000–₹75,000",Frequently,Myntra|Ajio|Amazon|Instagram/Social,"₹2,500–₹5,000",Fabric quality|Easy returns,Sometimes,,Bold/Bright|Dark tones|Prints & Patterns,Office/Work|Casual outings|Dates/Parties|Travel,Trendy/Street style,I buy both equally,Co-ord set+Accessories|3 basics for ₹999,4.0,YouTube,Yes,No – price matters,"₹500–₹1,000",920.0,5.0,Yes – many times,Limited ethnic-fusion,Neutral,Neutral
R0061,PremiumShopper,False,35–44,Female,Metro,Salaried – Private,Above ₹1.5L,Frequently,Myntra|Ajio|Flipkart|Brand website|Instagram/Social,"₹1,000–₹2,500",Fabric quality|Trendy designs,Sometimes,Tops/Blouses|Co-ord sets|Jackets/Blazers|Shorts/Skirts|Activewear|Ethnic-Western Fusion,Neutrals|Bold/Bright|Dark tones,Casual outings|Festivals,Minimalist,No – western only,Co-ord set+Accessories|Curated outfit box|Seasonal wardrobe kit,4.0,Instagram,Yes,Definitely yes,"₹500–₹1,000",,5.0,Yes – many times,Poor size range|Low fabric quality,Neutral,Neutral
R0062,ProfessionalWoman,False,35–44,Female,Metro,Salaried – Govt.,"₹20,000–₹40,000",Occasionally,Myntra|Ajio|Amazon|Flipkart|Brand website|Instagram/Social,"₹1,000–₹2,500",Fabric quality|Easy returns,Often,Jeans/Denim|Tops/Blouses|Jackets/Blazers|Ethnic-Western Fusion,Neutrals|Earth tones,Office/Work|Casual outings|Festivals|Travel|Work-from-home,Ethnic-Western Fusion,I buy both equally,Top+Bottom combo|Co-ord set+Accessories|Ethnic+western bundle,3.0,YouTube,Yes,Definitely yes,"₹2,500–₹5,000",3650.0,4.0,Yes – once or twice,,Somewhat likely,Interested
R0063,ProfessionalWoman,False,,Female,Tier-1,Salaried – Private,"₹75,000–₹1.5L",Occasionally,Myntra|Amazon|Brand website,"₹2,500–₹5,000",Trendy designs,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Co-ord sets|Ethnic-Western Fusion,Pastels|Prints & Patterns|Earth tones,Office/Work|Casual outings|Dates/Parties|Festivals,Ethnic-Western Fusion,Yes – regularly,3 basics for ₹999|Curated outfit box,4.0,WhatsApp/Friends,No,No – price matters,"₹5,000–₹10,000",6420.0,5.0,No – never,Poor size range|Poor returns/service,Neutral,Neutral
R0064,ProfessionalWoman,False,25–34,Female,Metro,Salaried – Private,"Below ₹20,000",Occasionally,Myntra|Amazon|Flipkart,"₹1,000–₹2,500",Brand trust|Fabric quality,Often,T-shirts|Tops/Blouses|Dresses|Co-ord sets|Jackets/Blazers,Dark tones,Casual outings|Dates/Parties|Festivals|Work-from-home,Trendy/Street style,No – western only,Co-ord set+Accessories|Curated outfit box,3.0,YouTube,Not aware,Haven't thought,"₹5,000–₹10,000",6330.0,4.0,Yes – once or twice,Poor size range,Somewhat likely,
R0065,HousewifeTier2,False,55+,Female,Tier-2,Self-employed,"₹40,000–₹75,000",Occasionally,Meesho,"₹500–₹1,000",Price/Discounts|Fabric quality,Sometimes,Co-ord sets|Activewear|Ethnic-Western Fusion,Pastels|Prints & Patterns|Earth tones,Casual outings|Festivals|Travel,Ethnic-Western Fusion,I buy both equally,Top+Bottom combo|Curated outfit box|Ethnic+western bundle,2.0,WhatsApp/Friends,No,Maybe – if quality is great,"₹1,000–₹2,500",1990.0,,Yes – once or twice,Limited ethnic-fusion|High prices,Neutral,Neutral
R0066,HousewifeTier2,False,35–44,Female,Tier-2,Self-employed,"₹75,000–₹1.5L",Occasionally,Ajio|Amazon,"₹1,000–₹2,500",Price/Discounts|Fabric quality,Never,Dresses,Neutrals|Pastels|Bold/Bright,Casual outings|Dates/Parties|Travel|Gym/Workout,Trendy/Street style,Yes – occasionally,Top+Bottom combo|Seasonal wardrobe kit,2.0,WhatsApp/Friends,No,No – price matters,"₹1,000–₹2,500",2140.0,1.0,Yes – once or twice,Poor size range|Limited ethnic-fusion,Somewhat likely,Interested
R0067,BudgetStudent,False,18–24,Female,Tier-1,Student,"Below ₹20,000",Occasionally,Ajio|Amazon|Meesho|Instagram/Social,Below ₹500,Fabric quality|Trendy designs,Rarely,Jeans/Denim|T-shirts|Tops/Blouses|Dresses,Pastels|Bold/Bright|Dark tones,College/Campus|Casual outings|Dates/Parties,Trendy/Street style,Yes – regularly,Top+Bottom combo|3 basics for ₹999|Ethnic+western bundle,2.0,Instagram,No,No – price matters,"₹1,000–₹2,500",1730.0,3.0,No – but tempted,Low fabric quality,Definitely not,Not Interested
R0068,BudgetStudent,False,Under 18,Female,Tier-2,Student,"₹40,000–₹75,000",Frequently,Flipkart|Meesho,"₹500–₹1,000",Price/Discounts|Fabric quality,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Shorts/Skirts,Bold/Bright|Prints & Patterns,College/Campus|Casual outings|Dates/Parties|Festivals|Travel|Work-from-home,Boho/Free-spirited,I buy both equally,Co-ord set+Accessories|Seasonal wardrobe kit,2.0,YouTube,No,No – price matters,"₹500–₹1,000",920.0,1.0,Yes – many times,Low fabric quality|High prices,,Neutral
R0069,TrendyUrban,True,18–24,Male,,Freelancer,"₹40,000–₹75,000",Very frequently,Flipkart|Meesho|Instagram/Social,"₹1,000–₹2,500",Fabric quality|Trendy designs,Often,Jeans/Denim|Tops/Blouses|Co-ord sets|Shorts/Skirts,Pastels|Prints & Patterns|Earth tones,Office/Work|Festivals|Travel|Gym/Workout|Work-from-home,Trendy/Street style,Yes – regularly,Ethnic+western bundle,1.0,YouTube,Yes,No – price matters,"₹2,500–₹5,000",500.0,5.0,Yes – once or twice,Designs not India-appropriate|Poor returns/service,Very likely,Interested
R0070,TrendyUrban,False,18–24,Female,Metro,Student,"₹20,000–₹40,000",Very frequently,Myntra|Meesho|Instagram/Social,"₹500–₹1,000",Price/Discounts|Brand trust,Rarely,Jeans/Denim|Tops/Blouses|Dresses|Co-ord sets|Activewear,Neutrals|Pastels|Earth tones,Casual outings|Dates/Parties|Travel|Gym/Workout,Minimalist,Yes – regularly,Co-ord set+Accessories|3 basics for ₹999,2.0,Instagram,Yes,Haven't thought,"₹2,500–₹5,000",3410.0,3.0,Yes – once or twice,Designs not India-appropriate|Limited ethnic-fusion,Neutral,Neutral
R0071,BudgetStudent,False,18–24,Male,Metro,Student,"₹20,000–₹40,000",Occasionally,Myntra,Below ₹500,Price/Discounts|Brand trust,Rarely,Jeans/Denim|Tops/Blouses|Shorts/Skirts,Pastels|Prints & Patterns|Earth tones,Festivals|Travel,Boho/Free-spirited,Yes – regularly,Seasonal wardrobe kit,1.0,YouTube,No,Maybe – if quality is great,"₹500–₹1,000",,3.0,Yes – many times,High prices,,Interested
R0072,PremiumShopper,False,45–54,Female,Tier-1,Salaried – Private,Above ₹1.5L,Frequently,Ajio|Instagram/Social,"Above ₹5,000",Fabric quality|Trendy designs,Rarely,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Co-ord sets|Activewear|Ethnic-Western Fusion,Neutrals|Bold/Bright|Dark tones,Dates/Parties|Travel|Work-from-home,Minimalist,Yes – occasionally,3 basics for ₹999|Curated outfit box|Ethnic+western bundle|Seasonal wardrobe kit,4.0,Instagram,Yes,No – price matters,"₹5,000–₹10,000",9010.0,5.0,Yes – many times,Low fabric quality,Somewhat likely,Interested
R0073,HousewifeTier2,False,35–44,Female,Tier-2,Salaried – Govt.,"Below ₹20,000",Occasionally,Flipkart|Meesho,"₹500–₹1,000",Price/Discounts|Brand trust,Sometimes,Jeans/Denim,Neutrals|Bold/Bright,Casual outings|Festivals|Travel|Gym/Workout|Work-from-home,Boho/Free-spirited,Yes – regularly,Ethnic+western bundle,4.0,YouTube,Not aware,No – price matters,"₹1,000–₹2,500",1740.0,1.0,Yes – once or twice,Poor size range|Limited ethnic-fusion,Somewhat likely,Interested
R0074,TrendyUrban,False,18–24,Female,Metro,Self-employed,"₹40,000–₹75,000",,Myntra|Ajio|Amazon|Flipkart|Brand website|Instagram/Social,"₹500–₹1,000",Price/Discounts|Fabric quality,Never,Jeans/Denim|Co-ord sets|Jackets/Blazers|Shorts/Skirts|Ethnic-Western Fusion,Pastels|Dark tones|Prints & Patterns,College/Campus|Casual outings|Festivals|Travel|Work-from-home,Trendy/Street style,I buy both equally,Top+Bottom combo|Co-ord set+Accessories|Curated outfit box,3.0,None,No,Maybe – if quality is great,"₹2,500–₹5,000",4580.0,4.0,Yes – many times,Poor size range|Limited ethnic-fusion,Very likely,Interested
R0075,ProfessionalWoman,False,45–54,Female,Metro,Salaried – Private,"₹40,000–₹75,000",Frequently,Myntra|Ajio|Amazon|Brand website|Instagram/Social,"Above ₹5,000",Brand trust|Trendy designs,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Jackets/Blazers|Ethnic-Western Fusion,Neutrals|Dark tones|Prints & Patterns,Office/Work|Casual outings|Dates/Parties|Festivals|Travel|Work-from-home,Classic/Formal,Yes – regularly,Co-ord set+Accessories|Curated outfit box|Ethnic+western bundle,5.0,WhatsApp/Friends,Yes,No – price matters,"₹5,000–₹10,000",4930.0,5.0,Yes – once or twice,Poor size range|Low fabric quality,Very likely,Interested
R0076,TrendyUrban,False,18–24,Male,Tier-2,Salaried – Govt.,"₹75,000–₹1.5L",Very frequently,Myntra,"₹2,500–₹5,000",Trendy designs,Never,T-shirts|Co-ord sets|Jackets/Blazers|Shorts/Skirts|Activewear,Pastels|Bold/Bright|Dark tones,College/Campus|Dates/Parties|Festivals,Trendy/Street style,I buy both equally,Top+Bottom combo|Co-ord set+Accessories|Curated outfit box|Seasonal wardrobe kit,4.0,YouTube,No,No – price matters,"₹5,000–₹10,000",8310.0,5.0,Yes – many times,Poor size range|Designs not India-appropriate,Somewhat likely,Interested
R0077,PremiumShopper,False,35–44,Female,Tier-2,Salaried – Private,"₹20,000–₹40,000",Very frequently,Ajio|Brand website|Instagram/Social,"₹2,500–₹5,000",Brand trust|Fabric quality,Sometimes,T-shirts|Tops/Blouses|Dresses|Co-ord sets|Shorts/Skirts|Activewear,Neutrals|Prints & Patterns|Earth tones,Office/Work|Casual outings|Festivals|Travel,Trendy/Street style,Yes – regularly,Ethnic+western bundle,4.0,Instagram,No,Maybe – if quality is great,"Above ₹10,000",12130.0,4.0,Yes – many times,Poor size range|Low fabric quality,Very likely,Interested
R0078,TrendyUrban,False,35–44,,Metro,Salaried – Private,"₹20,000–₹40,000",Occasionally,Myntra|Meesho,"₹500–₹1,000",Price/Discounts|Fabric quality,Sometimes,Jeans/Denim|T-shirts|Dresses|Shorts/Skirts|Activewear,Bold/Bright|Prints & Patterns|Earth tones,College/Campus|Casual outings|Dates/Parties|Travel|Gym/Workout|Work-from-home,Trendy/Street style,Yes – occasionally,Top+Bottom combo|Curated outfit box,2.0,Instagram,No,Haven't thought,"₹5,000–₹10,000",7210.0,4.0,Yes – many times,Poor size range|Limited ethnic-fusion,Very likely,Interested
R0079,TrendyUrban,False,18–24,Female,Tier-1,Salaried – Private,"₹20,000–₹40,000",Rarely,Myntra|Flipkart|Brand website,"₹1,000–₹2,500",Brand trust|Fabric quality,Rarely,Jeans/Denim|T-shirts|Tops/Blouses|Co-ord sets|Jackets/Blazers|Shorts/Skirts,Prints & Patterns|Earth tones,Office/Work|Travel|Gym/Workout,Classic/Formal,I buy both equally,Co-ord set+Accessories|Curated outfit box|Seasonal wardrobe kit,1.0,Instagram,Yes,No – price matters,"₹2,500–₹5,000",3800.0,4.0,Yes – once or twice,Designs not India-appropriate|Limited ethnic-fusion,Neutral,Neutral
R0080,BudgetStudent,False,18–24,Female,Tier-1,,"₹20,000–₹40,000",Frequently,Ajio|Amazon|Meesho,"₹500–₹1,000",Price/Discounts|Fast delivery,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Co-ord sets|Ethnic-Western Fusion,Pastels|Bold/Bright|Dark tones,College/Campus|Casual outings|Dates/Parties|Travel|Gym/Workout|Work-from-home,Boho/Free-spirited,No – western only,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999|Curated outfit box|Ethnic+western bundle|Seasonal wardrobe kit,3.0,YouTube,,No – price matters,"₹500–₹1,000",410.0,4.0,,Low fabric quality|Designs not India-appropriate,Very likely,
R0081,ProfessionalWoman,True,45–54,Female,Metro,Student,"₹75,000–₹1.5L",Occasionally,Myntra|Meesho|Instagram/Social,"₹1,000–₹2,500",Fabric quality|Fast delivery,Sometimes,Jeans/Denim|Co-ord sets|Jackets/Blazers|Ethnic-Western Fusion,Neutrals|Pastels|Dark tones,,Classic/Formal,Yes – occasionally,Curated outfit box|Seasonal wardrobe kit,5.0,YouTube,Not aware,Definitely yes,"₹1,000–₹2,500",500.0,1.0,No – but tempted,Low fabric quality|Poor returns/service,Very likely,Interested
R0082,TrendyUrban,False,35–44,Female,Metro,Freelancer,"₹20,000–₹40,000",Very frequently,Myntra|Ajio|Instagram/Social,"₹2,500–₹5,000",Brand trust|Trendy designs,Rarely,Jeans/Denim|Tops/Blouses|Dresses|Shorts/Skirts,Bold/Bright|Dark tones|Prints & Patterns,Casual outings|Festivals|Travel,Trendy/Street style,Yes – occasionally,Curated outfit box|Seasonal wardrobe kit,4.0,Instagram,No,Maybe – if quality is great,"₹5,000–₹10,000",7850.0,2.0,,Low fabric quality,Neutral,Neutral
R0083,ProfessionalWoman,False,25–34,Female,Metro,Salaried – Private,"₹75,000–₹1.5L",Occasionally,Myntra|Ajio|Flipkart|Meesho|Brand website|Instagram/Social,"₹1,000–₹2,500",,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses|Co-ord sets|Shorts/Skirts|Ethnic-Western Fusion,Neutrals|Bold/Bright,Office/Work|Casual outings|Festivals|Travel|Gym/Workout|Work-from-home,Classic/Formal,Yes – regularly,Co-ord set+Accessories|Curated outfit box|Ethnic+western bundle,4.0,YouTube,Not aware,Definitely yes,"₹5,000–₹10,000",8950.0,4.0,No – never,Poor size range|Poor returns/service,Somewhat likely,Interested
